date_time,sell_bid_amount,buy_bid_amount,total_contract_amount,system_price,hokkaido_area_price,tohoku_area_price,tokyo_area_price,chubu_area_price,hokuriku_area_price,kansai_area_price,chugoku_area_price,shikoku_area_price,kyushu_area_price,sell_block_bid_total_amount,total_sell_block_execution_amount,buy_block_bid_total_amount,total_buy_block_total_amount
2020-01-02 20:30:00,22733950,19690000,15416750,7.37,13.05,7.37,7.37,7.37,7.37,7.37,7.37,7.37,7.37,8842850.0,2941450.0,1311900.0,958900.0
2020-01-02 21:00:00,22922550,19572500,15328850,7.36,12.04,7.36,7.36,7.36,7.36,7.36,7.36,7.36,7.36,9092650.0,2911750.0,1310900.0,957900.0
2020-01-02 21:30:00,23651550,19383150,15299350,7.18,12.04,7.09,7.09,7.09,7.09,7.09,7.09,7.09,7.09,9864050.0,2921150.0,1408900.0,955900.0
2020-01-02 22:00:00,23677150,19551950,15313600,6.98,12.04,6.94,6.94,6.94,6.94,6.94,6.94,6.94,5.41,9874050.0,2932900.0,1570650.0,1117650.0
2020-01-02 22:30:00,23193150,19157800,15290050,6.81,12.0,6.81,6.81,6.81,6.81,6.81,6.81,6.81,5.41,9411600.0,2927650.0,1417950.0,1064950.0
2020-01-02 23:00:00,22045400,18827500,15249900,6.65,10.2,6.72,6.72,6.72,6.72,6.72,6.72,6.72,5.41,8264450.0,2887050.0,1330100.0,1077100.0
2020-01-02 23:30:00,20236250,18097200,15104100,6.38,9.34,6.65,6.65,6.65,6.65,6.65,6.65,6.65,5.16,6600300.0,2871650.0,915600.0,912600.0
2020-01-03 00:00:00,17721250,17658150,14515450,6.48,9.34,6.6,6.6,6.6,6.6,6.6,6.6,6.6,5.16,3821600.0,2538550.0,828600.0,778600.0
2020-01-03 00:30:00,18680800,17764300,14657750,6.4,9.34,6.55,6.55,6.55,6.55,6.55,6.55,6.55,5.16,4474150.0,2532200.0,1105600.0,1055600.0
2020-01-03 01:00:00,19296900,17928950,14696100,6.19,9.34,6.4,6.4,6.4,6.4,6.4,6.4,6.4,5.16,4751650.0,2518200.0,1487100.0,1162100.0
2020-01-03 01:30:00,19665950,17946850,14778400,6.19,9.34,6.4,6.4,6.4,6.4,6.4,6.4,6.4,5.16,5019300.0,2500550.0,1641100.0,1216100.0
2020-01-03 02:00:00,19929800,18228450,14931250,6.16,9.34,6.38,6.38,6.38,6.38,6.38,6.38,6.38,5.16,5052500.0,2503450.0,1799100.0,1274100.0
2020-01-03 02:30:00,20096250,18241350,14976250,6.16,9.34,6.29,6.29,6.29,6.29,6.29,6.29,6.29,5.16,5170950.0,2501200.0,1812450.0,1287450.0
2020-01-03 03:00:00,20310050,18130700,15034850,6.14,9.34,6.26,6.26,6.26,6.26,6.26,6.26,6.26,5.16,5275500.0,2500000.0,1688950.0,1313950.0
2020-01-03 03:30:00,20440500,18107100,15067550,6.14,9.34,6.26,6.26,6.26,6.26,6.26,6.26,6.26,5.16,5374050.0,2500550.0,1710950.0,1335950.0
2020-01-03 04:00:00,20561250,18007900,14999900,5.96,9.34,6.24,6.24,6.23,6.23,6.23,6.23,6.23,5.16,5443600.0,2494100.0,1720450.0,1195450.0
2020-01-03 04:30:00,20665500,17995900,15083800,5.96,9.34,6.24,6.24,6.23,6.23,6.23,6.23,6.23,5.16,5468350.0,2494350.0,1826950.0,1301950.0
2020-01-03 05:00:00,20768050,18055900,15125900,5.96,9.34,6.26,6.26,6.0,6.0,6.0,6.0,6.0,5.16,5633950.0,2502950.0,1886600.0,1361600.0
2020-01-03 05:30:00,20797500,18139350,15099550,5.9,9.34,6.28,6.28,5.9,5.9,5.9,5.9,5.9,5.16,5768900.0,2536100.0,1849100.0,1324100.0
2020-01-03 06:00:00,20447900,18128800,14990400,6.35,9.34,6.49,6.49,6.43,6.43,6.43,6.43,6.43,5.16,5759350.0,2297850.0,1841100.0,1316100.0
2020-01-03 06:30:00,20393250,18124600,14716400,6.43,11.06,6.5,6.5,6.5,6.5,6.5,6.5,6.5,5.16,5766050.0,2098550.0,1830800.0,1305800.0
2020-01-03 07:00:00,20509900,18341300,14552800,6.65,11.69,6.77,6.77,6.77,6.77,6.77,6.77,6.77,5.16,5912000.0,1890500.0,1895700.0,1370700.0
2020-01-03 07:30:00,21147050,18494350,14674600,6.73,9.34,6.82,6.82,6.82,6.82,6.82,6.82,6.82,5.16,6196600.0,1659100.0,2014350.0,1489350.0
2020-01-03 08:00:00,21470300,17990450,14547850,6.64,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,4.71,6233800.0,1390600.0,1801900.0,1426900.0
2020-01-03 08:30:00,22410950,17966350,14529450,6.49,6.69,6.69,6.69,5.83,5.83,5.83,5.83,5.83,5.16,6128850.0,1147150.0,1774400.0,1424400.0
2020-01-03 09:00:00,23838550,17922350,14643350,5.41,6.39,6.39,6.39,5.16,5.16,5.16,5.16,5.16,5.16,6765750.0,1096450.0,1982400.0,1632400.0
2020-01-03 09:30:00,24796650,18085900,14923600,5.16,6.3,6.3,6.3,5.16,5.16,5.16,5.16,5.16,5.16,7074400.0,1052750.0,2277900.0,1927900.0
2020-01-03 10:00:00,25656350,17590250,14839350,5.13,6.11,6.11,6.11,4.68,4.68,4.68,4.68,4.68,4.68,7767650.0,1039900.0,2346900.0,1996900.0
2020-01-03 10:30:00,26454550,17240900,15078950,4.53,5.99,5.99,5.99,4.53,4.53,4.53,4.53,4.53,4.53,8200650.0,1157300.0,2380900.0,2030900.0
2020-01-03 11:00:00,27836650,16819550,15356550,4.35,4.49,4.49,4.49,3.9,3.9,3.9,3.9,3.9,0.01,8727900.0,1239050.0,2634350.0,2296850.0
2020-01-03 11:30:00,28586000,16876850,15340950,4.3,4.45,4.45,4.45,3.59,3.59,3.59,3.59,3.59,0.01,9339300.0,1224450.0,2749350.0,2261850.0
2020-01-03 12:00:00,28855850,16817850,15297250,4.23,4.43,4.43,4.43,3.57,3.57,3.57,3.57,3.57,0.01,9389650.0,1216300.0,2760850.0,2235850.0
2020-01-03 12:30:00,28945750,16765100,15238950,4.06,4.43,4.43,4.43,3.57,3.57,3.57,3.57,3.57,0.01,9404850.0,1220000.0,2750850.0,2225850.0
2020-01-03 13:00:00,28937700,16743300,15157150,4.23,4.43,4.43,4.43,3.89,3.89,3.89,3.89,3.89,0.01,9383050.0,1184700.0,2743350.0,2255850.0
2020-01-03 13:30:00,28639950,16675450,15113350,4.29,4.49,4.49,4.49,4.29,4.29,4.29,4.29,4.29,0.01,9146200.0,1194850.0,2682350.0,2344850.0
2020-01-03 14:00:00,28143850,16642350,14988250,4.34,4.8,4.8,4.8,4.28,4.28,4.28,4.28,4.28,0.01,8918500.0,1155150.0,2583850.0,2283850.0
2020-01-03 14:30:00,27096500,16608600,14835750,4.45,4.8,4.8,4.8,4.3,4.3,4.3,4.3,4.3,0.01,8230100.0,1269750.0,2470850.0,2170850.0
2020-01-03 15:00:00,26255500,17315400,15176850,4.88,9.22,6.04,6.04,4.53,4.53,4.53,4.53,4.53,0.01,7959200.0,1301550.0,2300350.0,2000350.0
2020-01-03 15:30:00,25012550,17334700,14846750,5.16,9.16,6.12,6.12,4.6,4.6,4.6,4.6,4.6,0.01,7260250.0,1300450.0,2110850.0,1810850.0
2020-01-03 16:00:00,24385950,17905500,14949750,6.22,9.34,6.67,6.67,6.67,6.67,6.67,6.67,6.67,5.16,7193200.0,1334300.0,2025450.0,1725450.0
2020-01-03 16:30:00,23640600,18019050,14387750,6.59,9.34,6.98,6.98,6.98,6.98,6.98,6.98,6.98,5.16,7371250.0,1297550.0,1749950.0,1449950.0
2020-01-03 17:00:00,23660600,18182650,14812900,7.82,9.34,8.14,8.14,8.14,8.14,8.14,8.14,8.14,5.16,8046150.0,1650200.0,1490950.0,1190950.0
2020-01-03 17:30:00,23352300,18881400,14800750,8.71,9.34,8.9,8.9,8.14,8.14,8.14,8.14,8.14,4.71,8368050.0,2062700.0,1280950.0,980950.0
2020-01-03 18:00:00,23365950,19262850,15063750,8.21,9.34,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,8481800.0,2325200.0,1292950.0,992950.0
2020-01-03 18:30:00,23340150,19533000,15316650,8.19,9.34,7.84,7.84,7.84,7.84,7.84,7.84,7.84,7.84,8486550.0,2564450.0,1292950.0,992950.0
2020-01-03 19:00:00,23212500,19734700,15719900,7.39,9.34,7.15,7.15,7.15,7.15,7.15,7.15,7.15,7.15,8401700.0,3009100.0,1292900.0,989900.0
2020-01-03 19:30:00,22824200,19915050,15799650,7.41,9.34,7.18,7.18,7.18,7.18,7.18,7.18,7.18,7.18,8054100.0,3103000.0,1292900.0,989900.0
2020-01-03 20:00:00,22322350,19979250,15924950,7.84,9.34,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7.38,7651250.0,3306450.0,1300400.0,997400.0
2020-01-03 20:30:00,22653000,19774800,15836700,7.41,9.34,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,8058750.0,3305350.0,1315400.0,1012400.0
2020-01-03 21:00:00,22954250,19593850,15770500,7.28,9.34,7.14,7.14,7.14,7.14,7.14,7.14,7.14,7.14,8440450.0,3305550.0,1344400.0,1041400.0
2020-01-03 21:30:00,23707700,19451900,15738750,6.98,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,5.41,9182550.0,3307650.0,1457400.0,1054400.0
2020-01-03 22:00:00,23886400,19760550,15700650,6.94,9.34,6.82,6.82,6.98,6.98,6.98,6.98,6.98,5.41,9371200.0,3248050.0,1668450.0,1265450.0
2020-01-03 22:30:00,23422150,19388650,15656750,6.76,10.35,6.76,6.76,6.76,6.76,6.76,6.76,6.76,5.16,8967050.0,3253600.0,1445800.0,1142800.0
2020-01-03 23:00:00,22183200,18825300,15447700,6.76,9.34,6.77,6.77,6.77,6.77,6.77,6.77,6.77,5.16,7923000.0,3215600.0,1255400.0,1052400.0
2020-01-03 23:30:00,20449750,18054650,15273350,6.43,9.34,6.63,6.63,6.63,6.63,6.63,6.63,6.63,5.16,6311550.0,3212550.0,850900.0,847900.0
2020-01-04 00:00:00,18035550,17646950,14583700,6.32,9.34,6.53,6.53,6.53,6.53,6.53,6.53,6.53,5.16,4054800.0,2584400.0,871000.0,818850.0
2020-01-04 00:30:00,18832000,17898250,14896750,6.06,9.34,6.47,6.47,6.47,6.47,6.47,6.47,6.47,5.16,4526650.0,2581650.0,1196000.0,1143850.0
2020-01-04 01:00:00,19267000,18003400,14938700,6.03,9.34,6.39,6.39,6.39,6.39,6.39,6.39,6.39,5.16,4766450.0,2549950.0,1467000.0,1314850.0
2020-01-04 01:30:00,19643850,18053500,15016550,6.03,9.34,6.39,6.39,6.39,6.39,6.39,6.39,6.39,5.16,5049600.0,2534300.0,1644000.0,1391850.0
2020-01-04 02:00:00,19909950,18238950,15163250,6.13,9.34,6.28,6.28,6.28,6.28,6.28,6.28,6.28,5.16,5108600.0,2531500.0,1780000.0,1427850.0
2020-01-04 02:30:00,20128800,18233800,15238350,6.03,9.34,6.28,6.28,6.28,6.28,6.28,6.28,6.28,5.16,5247400.0,2527100.0,1850500.0,1498350.0
2020-01-04 03:00:00,20456950,18319450,15296000,6.09,9.34,6.27,6.27,6.27,6.27,6.27,6.27,6.27,5.16,5429500.0,2524450.0,1901100.0,1548950.0
2020-01-04 03:30:00,20521300,18342350,15373750,6.09,9.34,6.27,6.27,6.27,6.27,6.27,6.27,6.27,5.16,5389350.0,2524300.0,1998600.0,1646450.0
2020-01-04 04:00:00,20585900,18328250,15410350,6.05,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,5.16,5389500.0,2524450.0,2017100.0,1664950.0
2020-01-04 04:30:00,20581300,18386500,15416850,6.03,9.34,6.25,6.25,6.25,6.25,6.25,6.25,6.25,5.16,5392250.0,2526700.0,2044000.0,1691850.0
