date_time,sell_bid_amount,buy_bid_amount,total_contract_amount,system_price,hokkaido_area_price,tohoku_area_price,tokyo_area_price,chubu_area_price,hokuriku_area_price,kansai_area_price,chugoku_area_price,shikoku_area_price,kyushu_area_price,sell_block_bid_total_amount,total_sell_block_execution_amount,buy_block_bid_total_amount,total_buy_block_total_amount
2022-01-01 17:30:00,22193700,22915100,18366850,20.11,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,15.46,6366650.0,3631350.0,4536500.0,3215250.0
2022-01-01 18:00:00,22777950,23435600,18886400,19.84,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,15.46,6741900.0,3908350.0,4366650.0,3128400.0
2022-01-01 18:30:00,23080300,23878150,19079750,19.9,26.64,26.64,26.64,26.64,26.64,26.64,26.64,26.64,15.46,7046850.0,4147800.0,4508950.0,3143200.0
2022-01-01 19:00:00,23020500,23963200,19228650,19.84,25.75,25.75,25.75,25.75,25.75,25.75,25.75,25.75,15.46,7136900.0,4286850.0,4352100.0,3146850.0
2022-01-01 19:30:00,22573650,23987300,19010250,20.2,31.02,31.02,31.02,31.02,31.02,31.02,31.02,31.02,15.46,6986050.0,4208000.0,4230400.0,3143100.0
2022-01-01 20:00:00,22295950,23706200,18786550,20.2,32.23,32.23,32.23,32.23,32.23,32.23,32.23,32.23,15.46,6790550.0,4207500.0,4151500.0,3028700.0
2022-01-01 20:30:00,22143500,23601700,18678900,20.26,31.82,31.82,31.82,31.82,31.82,31.82,31.82,31.82,15.46,6720850.0,4222300.0,3996600.0,2868800.0
2022-01-01 21:00:00,21691050,23310800,18591000,19.9,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,15.46,6546250.0,4194200.0,3836000.0,2703700.0
2022-01-01 21:30:00,21890500,23078200,18667100,16.66,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,13.25,6468700.0,4285650.0,3749850.0,2513850.0
2022-01-01 22:00:00,21837300,22594450,18354200,20.26,31.95,31.95,31.95,31.95,31.95,31.95,31.95,31.95,13.25,6583400.0,4248350.0,3369550.0,2463250.0
2022-01-01 22:30:00,21627850,21848100,18218900,19.25,27.13,27.13,27.13,27.13,27.13,27.13,27.13,27.13,13.25,6346300.0,4135750.0,2967300.0,2312800.0
2022-01-01 23:00:00,21242750,21428050,17995000,16.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,13.25,6135750.0,4058200.0,2818600.0,2149350.0
2022-01-01 23:30:00,20158400,20110050,17301400,15.46,16.37,16.37,16.37,16.37,16.37,16.37,16.37,16.37,11.62,5535650.0,3951100.0,2084000.0,1386250.0
2022-01-02 00:00:00,18670300,19545100,16340300,15.46,16.91,16.91,16.91,16.91,16.91,16.91,16.91,16.91,13.25,5325450.0,3591500.0,1971800.0,1012250.0
2022-01-02 00:30:00,20349450,20313400,16864050,15.46,16.61,16.61,16.61,16.61,16.61,16.61,16.61,16.61,10.0,5901150.0,3738000.0,2855150.0,1840300.0
2022-01-02 01:00:00,21297750,20738200,17178950,15.46,16.61,16.61,16.61,16.61,16.61,16.61,16.61,16.61,13.25,6184950.0,3721450.0,3498050.0,2332300.0
2022-01-02 01:30:00,21559850,20914700,17214700,15.46,15.86,15.86,15.86,15.86,15.86,15.86,15.86,15.86,9.5,6293000.0,3699150.0,4000400.0,2571600.0
2022-01-02 02:00:00,21763550,21186050,17339000,15.46,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,13.25,6332600.0,3664650.0,4340650.0,2720550.0
2022-01-02 02:30:00,21985550,21358250,17343100,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,13.25,6477600.0,3649200.0,4558250.0,2903600.0
2022-01-02 03:00:00,21957700,21555400,17362250,16.96,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,13.25,6523850.0,3645950.0,4730450.0,3063300.0
2022-01-02 03:30:00,22316050,21662250,17419400,16.61,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,13.25,6697950.0,3679550.0,4880700.0,3213600.0
2022-01-02 04:00:00,22349900,21733350,17400000,16.95,28.8,28.8,28.8,28.8,20.2,20.2,20.2,20.2,6.4,6788150.0,3689250.0,5047100.0,3379500.0
2022-01-02 04:30:00,22715850,21764550,17579050,16.5,28.88,28.88,28.88,28.88,19.62,19.62,19.62,19.62,5.13,7029300.0,3682900.0,5028100.0,3351150.0
2022-01-02 05:00:00,22900650,21626750,17624150,15.46,18.97,18.97,18.97,18.97,18.97,18.97,18.97,18.97,4.04,7133950.0,3692750.0,4898650.0,3320050.0
2022-01-02 05:30:00,23032600,21533650,17698900,15.46,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,5.0,7397950.0,3777550.0,4803750.0,3318050.0
2022-01-02 06:00:00,23653250,21168050,17325750,15.46,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,13.25,7574000.0,3778100.0,4634150.0,3269450.0
2022-01-02 06:30:00,23252050,21473950,17366700,15.92,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,13.25,7397900.0,3783500.0,4550350.0,3238750.0
2022-01-02 07:00:00,23373000,21574500,17632750,16.61,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,13.25,7614800.0,3837400.0,4268450.0,3076600.0
2022-01-02 07:30:00,23503850,21770850,17790350,16.61,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,13.25,7527350.0,3722950.0,4122700.0,2976500.0
2022-01-02 08:00:00,24221750,21737250,18208950,15.46,17.1,17.1,17.1,17.1,17.1,17.1,17.1,17.1,13.25,7573700.0,3588100.0,4006350.0,2990350.0
2022-01-02 08:30:00,25275100,21633700,18352800,15.46,16.61,16.61,16.61,16.61,16.61,16.61,16.61,16.61,9.87,8068800.0,3347500.0,3795700.0,2826150.0
2022-01-02 09:00:00,26076600,21651800,18430950,13.25,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,9.87,8770150.0,3113750.0,3622500.0,2681200.0
2022-01-02 09:30:00,27012000,21078700,18253950,11.17,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,4.04,8669200.0,2685750.0,3398450.0,2603850.0
2022-01-02 10:00:00,27418150,20587350,18189000,9.87,12.97,12.97,12.97,12.97,12.97,12.97,12.97,12.97,2.0,9096650.0,2398650.0,3355000.0,2652200.0
2022-01-02 10:30:00,28443700,20231450,18039750,9.87,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,2.0,9081400.0,2084400.0,3170050.0,2589000.0
2022-01-02 11:00:00,28837500,20125100,18150700,8.89,10.35,10.35,10.35,10.0,10.0,10.0,10.0,10.0,0.01,9549550.0,2111600.0,3026350.0,2585250.0
2022-01-02 11:30:00,29724000,20024100,18213800,7.38,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,0.01,9917650.0,2068100.0,3064750.0,2575450.0
2022-01-02 12:00:00,30137800,19898550,18177800,7.34,7.46,7.46,7.46,7.46,7.46,7.46,7.46,7.46,0.01,10081600.0,2022600.0,3102050.0,2559350.0
2022-01-02 12:30:00,30509350,19662000,18065650,6.9,7.35,7.34,7.34,7.34,7.34,7.34,7.34,7.34,0.01,10059950.0,2018950.0,3095150.0,2557000.0
2022-01-02 13:00:00,30067900,19636850,18081400,7.03,7.43,7.43,7.43,7.43,7.43,7.43,7.43,7.43,0.01,9557550.0,2039050.0,3061200.0,2596550.0
2022-01-02 13:30:00,29148450,19506000,17948250,7.15,7.53,7.53,7.53,7.53,7.53,7.53,7.53,7.53,0.01,9044350.0,2099350.0,3022650.0,2627350.0
2022-01-02 14:00:00,28262200,19152150,17554700,7.5,7.78,7.78,7.78,7.78,7.78,7.78,7.78,7.78,0.01,8982450.0,2075350.0,3010850.0,2555450.0
2022-01-02 14:30:00,27337150,18933150,17272100,8.47,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.01,8734750.0,2104300.0,2940550.0,2367250.0
2022-01-02 15:00:00,26419900,19326100,17560900,9.87,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,0.01,8339050.0,2397050.0,3109100.0,2375600.0
2022-01-02 15:30:00,24808000,19560950,17204000,11.17,13.83,13.83,13.83,13.83,13.83,13.83,13.83,13.83,0.1,8345000.0,2661700.0,3157150.0,2425650.0
2022-01-02 16:00:00,24104450,19872550,16936900,15.07,27.96,27.96,27.96,27.96,13.91,13.91,13.91,13.91,9.87,8236600.0,3000800.0,3227500.0,2377700.0
2022-01-02 16:30:00,21894000,20927850,16879900,19.84,35.41,35.41,35.41,35.41,19.9,19.9,19.9,19.9,13.25,7079500.0,3224550.0,3192300.0,2378900.0
2022-01-02 17:00:00,22954050,22051350,18511550,17.1,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,13.25,6977400.0,3683400.0,3518500.0,2839200.0
2022-01-02 17:30:00,23168350,22845950,18956700,17.11,20.26,20.26,20.26,20.26,20.26,20.26,20.26,20.26,15.46,7164900.0,4008500.0,3701100.0,3025300.0
2022-01-02 18:00:00,23690700,23559700,19530650,17.11,23.88,23.88,23.88,23.88,23.88,23.88,23.88,23.88,15.46,7422850.0,4260450.0,3839200.0,3162750.0
2022-01-02 18:30:00,23841400,23535750,19509350,17.11,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,15.46,7633000.0,4277600.0,3825350.0,3170050.0
2022-01-02 19:00:00,24222000,23973600,19583900,17.11,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,15.46,7744600.0,4238700.0,3790650.0,3143500.0
2022-01-02 19:30:00,24343850,23721250,19500150,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,15.46,7742850.0,4216950.0,3685200.0,3082250.0
2022-01-02 20:00:00,24244900,23641950,19296550,17.11,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,15.46,7709850.0,4215950.0,3741100.0,3146350.0
2022-01-02 20:30:00,24256200,23676850,19259000,17.11,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,15.46,7764850.0,4191700.0,3731300.0,3028850.0
2022-01-02 21:00:00,24053700,23343000,19092100,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,13.25,7909100.0,4168200.0,3594050.0,2896300.0
2022-01-02 21:30:00,23888500,22878400,18753200,17.1,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,13.25,7734650.0,4143750.0,3300500.0,2660150.0
2022-01-02 22:00:00,22663000,22123500,18208100,19.62,28.69,28.69,28.69,28.69,28.69,28.69,28.69,28.69,13.25,7395400.0,4079500.0,3081900.0,2464250.0
2022-01-02 22:30:00,22564800,21477450,18102000,16.37,26.5,26.5,26.5,26.5,26.5,26.5,26.5,26.5,13.25,7141050.0,3995350.0,2760450.0,2321700.0
2022-01-02 23:00:00,21997350,21100800,17912700,15.46,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,13.25,6697200.0,3877400.0,2575550.0,2113900.0
2022-01-02 23:30:00,20954400,19825750,17372950,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,13.25,6018100.0,3869450.0,1882650.0,1417000.0
2022-01-03 00:00:00,19475000,19123900,16603650,14.62,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,13.25,5596600.0,3442750.0,1984150.0,1481000.0
2022-01-03 00:30:00,21134450,19783350,17191400,13.85,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,13.25,6222400.0,3579600.0,2948650.0,2331700.0
2022-01-03 01:00:00,22451300,20230250,17515050,15.26,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,13.25,6907300.0,3601650.0,3610850.0,2914950.0
2022-01-03 01:30:00,22948000,20396100,17703750,13.85,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,13.25,7112450.0,3598700.0,4065450.0,3222300.0
2022-01-03 02:00:00,23381800,20629950,17762500,15.46,14.16,14.16,14.16,14.16,14.16,14.16,14.16,14.16,13.25,7303700.0,3572950.0,4348150.0,3386650.0
2022-01-03 02:30:00,23539450,20674650,17714650,15.46,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.25,7445650.0,3578600.0,4516250.0,3437200.0
2022-01-03 03:00:00,23617100,20860050,17750500,15.46,15.27,15.27,15.27,15.27,15.27,15.27,15.27,15.27,13.25,7525900.0,3578350.0,4663250.0,3590950.0
2022-01-03 03:30:00,23899750,20889900,17786800,15.46,15.28,15.28,15.28,15.28,15.28,15.28,15.28,15.28,11.87,7682050.0,3577200.0,4740650.0,3637800.0
2022-01-03 04:00:00,24055100,20918150,17765300,15.71,15.71,15.71,15.71,15.71,15.71,15.71,15.71,15.71,13.25,7765600.0,3568550.0,4794950.0,3602700.0
2022-01-03 04:30:00,24002400,21078850,17749250,15.5,16.0,16.0,16.0,16.61,16.61,16.61,16.61,16.61,4.04,7842850.0,3548800.0,5028100.0,3763850.0
2022-01-03 05:00:00,24191250,21184950,17830700,15.46,16.0,16.0,16.0,16.97,16.97,16.97,16.97,16.97,4.04,8112850.0,3579800.0,5007650.0,3743200.0
2022-01-03 05:30:00,24153350,21176200,17901700,15.46,16.0,16.0,16.0,16.97,16.97,16.97,16.97,16.97,10.0,8136800.0,3661550.0,4869250.0,3705750.0
2022-01-03 06:00:00,24056050,20916050,17738050,15.46,16.0,16.0,16.0,16.95,16.95,16.95,16.95,16.95,13.25,7798350.0,3669200.0,4727600.0,3629100.0
2022-01-03 06:30:00,24351100,21224250,17763100,15.46,16.74,16.74,16.74,19.62,19.62,19.62,19.62,19.62,13.25,8111750.0,3694100.0,4745200.0,3554900.0
2022-01-03 07:00:00,24067550,21381900,17590450,16.74,16.74,16.74,16.74,19.9,19.9,19.9,19.9,19.9,13.25,8229850.0,3540200.0,4504300.0,3441450.0
2022-01-03 07:30:00,24163250,21486950,17633550,16.74,16.75,16.75,16.75,19.9,19.9,19.9,19.9,19.9,13.25,8145900.0,3348600.0,4594150.0,3439300.0
2022-01-03 08:00:00,25197450,21572250,18034450,16.0,16.74,16.74,16.74,16.74,16.74,16.74,16.74,16.74,13.25,8389950.0,3240750.0,4448250.0,3515750.0
2022-01-03 08:30:00,26873100,21421950,18311200,15.15,16.61,16.61,16.61,16.61,16.61,16.61,16.61,16.61,9.87,9268600.0,2997400.0,4184600.0,3300650.0
2022-01-03 09:00:00,27203000,21303050,18619050,13.25,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,2.0,9535850.0,2752150.0,3976100.0,3163950.0
2022-01-03 09:30:00,28993250,20529700,18689200,9.87,11.17,11.17,11.17,11.17,11.17,11.17,11.17,11.17,0.01,9598950.0,2363200.0,3561400.0,2904300.0
2022-01-03 10:00:00,29325800,19580700,18036700,8.86,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,0.01,9929200.0,2061600.0,3321300.0,2931500.0
2022-01-03 10:30:00,31205300,19407350,18418850,2.0,4.65,4.65,4.65,4.65,4.65,4.65,4.65,4.65,0.01,10743050.0,2026350.0,3278100.0,2990100.0
2022-01-03 11:00:00,32268600,19295300,18309850,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,10975900.0,2052050.0,3256100.0,2968150.0
2022-01-03 11:30:00,32557300,19075650,18181150,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11119600.0,2048150.0,3279300.0,2991450.0
2022-01-03 12:00:00,32888650,19050350,18157550,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,11312050.0,2046150.0,3346550.0,3058750.0
2022-01-03 12:30:00,32745350,19019050,18057450,0.01,1.0,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.01,11174300.0,2047400.0,3365400.0,3101300.0
2022-01-03 13:00:00,31679050,18862550,17931600,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,10317550.0,2062650.0,3337100.0,3103650.0
2022-01-03 13:30:00,30397850,18931450,18002900,0.01,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.01,9530600.0,2125200.0,3183700.0,2952650.0
2022-01-03 14:00:00,29267450,18778350,17753400,0.01,7.32,7.32,7.32,7.32,7.32,7.32,7.32,7.32,0.01,9058000.0,2154750.0,3057050.0,2790900.0
2022-01-03 14:30:00,28118450,18984850,17474800,2.0,11.17,11.17,11.17,11.17,7.97,7.97,7.97,7.97,0.01,8823700.0,2117000.0,3373800.0,2951650.0
2022-01-03 15:00:00,27616500,19493750,17393100,9.87,14.62,14.62,14.62,14.62,8.67,8.67,8.67,8.67,0.01,8343100.0,2119950.0,3703400.0,3147500.0
2022-01-03 15:30:00,25648950,19229250,16747750,9.87,16.0,16.0,16.0,16.0,13.42,13.42,13.42,13.42,0.01,7994600.0,2204700.0,3561150.0,2939100.0
2022-01-03 16:00:00,24322450,19539900,16508800,13.42,16.75,16.75,16.75,16.75,13.62,13.62,13.62,13.62,0.1,7896800.0,2671100.0,3684900.0,3025550.0
2022-01-03 16:30:00,22692300,20467950,16997150,16.75,19.84,19.84,19.84,19.84,19.84,19.84,19.84,19.84,9.87,7331950.0,2939900.0,3731250.0,2845300.0
2022-01-03 17:00:00,22809600,21899000,18057800,16.75,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,13.25,6882350.0,3384350.0,4021000.0,3056950.0
2022-01-03 17:30:00,22575550,22762000,18606250,16.75,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,15.46,6713950.0,3634300.0,4322500.0,3324150.0
2022-01-03 18:00:00,23578600,23762400,19099300,19.25,24.27,24.27,24.27,24.27,24.27,24.27,24.27,24.27,15.46,6956250.0,3928600.0,4216150.0,3256000.0
2022-01-03 18:30:00,23976100,23959750,19375300,16.75,20.2,20.2,20.2,20.2,20.2,20.2,20.2,20.2,15.46,7409850.0,4282200.0,4224700.0,3263450.0
2022-01-03 19:00:00,24026700,24179500,19580900,16.75,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,15.46,7692400.0,4410750.0,4269800.0,3253000.0
2022-01-03 19:30:00,24176950,23802500,19454950,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,16.75,15.46,7672600.0,4390950.0,4086800.0,3102150.0
2022-01-03 20:00:00,24259000,23807750,19299600,16.75,19.62,19.62,19.62,19.62,19.62,19.62,19.62,19.62,15.46,7663800.0,4357650.0,4178750.0,3091150.0
2022-01-03 20:30:00,24281750,23685800,19120950,16.75,19.9,19.9,19.9,19.9,19.9,19.9,19.9,19.9,15.46,7735450.0,4332800.0,4044400.0,2907550.0
2022-01-03 21:00:00,23526600,22792900,19012500,16.75,16.83,16.83,16.83,16.83,16.83,16.83,16.83,16.83,13.25,7768500.0,4365850.0,3783100.0,2801450.0
2022-01-03 21:30:00,23342000,22356150,18674600,16.74,16.75,16.75,16.75,17.11,17.11,17.11,17.11,17.11,13.25,7593200.0,4340550.0,3474250.0,2616500.0
2022-01-03 22:00:00,22813350,21828200,18079150,19.25,29.2,29.2,29.2,29.2,29.2,29.2,29.2,29.2,13.25,7727250.0,4208300.0,3146950.0,2452400.0
2022-01-03 22:30:00,22692450,21097050,17972400,15.46,20.26,20.26,20.26,20.26,20.26,20.26,20.26,20.26,13.25,7414750.0,4095800.0,2795650.0,2281400.0
2022-01-03 23:00:00,22201450,20385500,17771700,15.46,16.61,16.61,16.61,16.61,16.61,16.61,16.61,16.61,13.25,7034300.0,3994350.0,2529550.0,2071700.0
2022-01-03 23:30:00,21033650,19205900,17268100,13.25,13.42,13.42,13.42,13.42,13.42,13.42,13.42,13.42,13.25,6224500.0,3913050.0,1807400.0,1445750.0
2022-01-04 00:00:00,17007800,19044250,16354200,15.46,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,13.25,3698700.0,3572900.0,1545300.0,1139850.0
2022-01-04 00:30:00,18749950,19797300,17080050,15.0,15.89,15.89,15.89,15.89,15.89,15.89,15.89,15.89,9.87,3970150.0,3749900.0,2550950.0,2122300.0
2022-01-04 01:00:00,19665850,20357550,17754700,13.85,15.69,15.69,15.69,15.69,15.69,15.69,15.69,15.69,13.25,4098250.0,3797050.0,3492000.0,3005400.0
2022-01-04 01:30:00,20286450,20747000,18171750,13.25,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,4.04,4271000.0,3878050.0,4146400.0,3432350.0
2022-01-04 02:00:00,20439850,21010300,18186350,13.46,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,13.25,4377350.0,3893950.0,4485850.0,3662450.0
2022-01-04 02:30:00,20632750,21179500,18300250,13.85,15.0,15.0,15.0,15.69,15.69,15.69,15.69,15.69,13.25,4412950.0,3893200.0,4756600.0,3894650.0
2022-01-04 03:00:00,20705450,21347900,18325850,15.0,15.0,15.0,15.0,15.94,15.94,15.94,15.94,15.94,13.25,4423550.0,3892800.0,4968750.0,4085450.0
2022-01-04 03:30:00,20900300,21419550,18379100,15.46,12.99,12.99,12.99,16.61,16.61,16.61,16.61,16.61,13.25,4538650.0,3934400.0,5154700.0,4266800.0
2022-01-04 04:00:00,21120600,21307300,18388150,15.46,15.0,15.0,15.0,15.96,15.96,15.96,15.96,15.96,13.25,4640850.0,3973100.0,5128000.0,4293350.0
